/home/migly-home/git/roborescue-v1.2/boot/logs
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Still waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 52, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1224 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 52, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1262 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 52, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1286 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 52, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1312 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1332 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1352 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 52, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1358 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1378 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 52, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1396 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 52, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1420 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 52, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1426 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 52, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1464 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1508 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 52, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1526 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 52, Channel = 1, Message = 10 bytes of raw data: Discarding message on channel 1: already used 1536 of 1024 bytes, new message is 10 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 52, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1560 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 52, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1580 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 52, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1598 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 52, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1622 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1032367694, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1028 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1046 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1070 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1090 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1108 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1132 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1152 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1170 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1194 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 53, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1200 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1220 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 53, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1226 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1246 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 53, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1252 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1272 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1290 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1314 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1334 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1354 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1374 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 53, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1380 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1400 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1418 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1442 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 53, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1448 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1468 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1486 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1510 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1530 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1548 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 53, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1592 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 53, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1610 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 53, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1634 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 54, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1042 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1020681877, Time = 54, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1066 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 54, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1072 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1302239841, Time = 54, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1092 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 54, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1110 of 1024 bytes, new message is 18 bytes.
